"PublisherIC";"PublisherName";"Region";"NumberOfEmployees"
205;"Vojenské lesy a statky ČR, s.p.";"Praha";3000
3352;"STÁTNÍ PLAVEBNÍ SPRÁVA";"Praha";50
23337;"NÁRODNÍ DIVADLO";"Praha";1500
23728;"REVMATOLOGICKÝ ÚSTAV";"Praha";200
23752;"Národní ústav duševního zdraví";"Středočeský kraj";250
24431;"Obvodní soud pro Prahu 6";"Praha";100
24562;"Okresní soud v Nymburce";"Středočeský kraj";50
24601;"Okresní soud v Rakovníku";"Středočeský kraj";25
24627;"Okresní soud v Českých Budějovicích";"Jihočeský kraj";100
24635;"Okresní soud v Českém Krumlově";"Jihočeský kraj";50
24643;"Okresní soud v Jindřichově Hradci";"Jihočeský kraj";50
24830;"Okresní soud v Děčíně";"Ústecký kraj";100
24988;"Okresní soud v Pardubicích";"Pardubický kraj";100
25160;"Okresní soud Vyškov";"Jihomoravský kraj";50
25241;"Okresní soud v Olomouci";"Olomoucký kraj";100
25844;"ČESKÝ BÁŇSKÝ ÚŘAD";"Praha";100
26034;"Krajské státní zastupitelství v Plzni";"Plzeňský kraj";200
63631;"MĚSTSKÁ ČÁST PRAHA 5";"Praha";250
63894;"Městská část Praha 9";"Praha";200
64467;"Městská knihovna v Praze";"Praha";500
64491;"Pražská informační služba - Prague City Tourism";"Praha";100
72150;"Muzeum středního Pootaví Strakonice";"Jihočeský kraj";25
73865;"Městské kulturní středisko v Domažlicích";"Plzeňský kraj";20
81221;"DŮM KULTURY TEPLICE";"Ústecký kraj";100
83143;"DIVADLO F. X. ŠALDY LIBEREC, příspěvková organizace";"Liberecký kraj";250
83267;"Oblastní galerie Liberec, příspěvková organizace";"Liberecký kraj";10
85219;"Krajská knihovna v Pardubicích";"Pardubický kraj";50
87726;"Střední odborné učiliště, Lázně Bělohrad, Zámecká 478";"Královéhradecký kraj";25
90026;"ZOO a zámek Zlín - Lešná, příspěvková organizace";"Zlínský kraj";50
90450;"Krajská správa a údržba silnic Vysočiny, příspěvková organizace";"Kraj Vysočina";500
92096;"SOCIÁLNÍ SLUŽBY UHERSKÉ HRADIŠTĚ, PŘÍSPĚVKOVÁ ORGANIZACE";"Zlínský kraj";500
94838;"Městské divadlo Zlín, příspěvková organizace";"Zlínský kraj";100
97969;"Muzeum Komenského v Přerově, příspěvková organizace";"Olomoucký kraj";50
100536;"Těšínské divadlo Český Těšín, příspěvková organizace";"Moravskoslezský kraj";100
100579;"Moravskoslezská vědecká knihovna v Ostravě, příspěvková organizace";"Moravskoslezský kraj";50
101397;"Městské divadlo Brno, příspěvková organizace";"Jihomoravský kraj";250
164801;"MINISTERSTVO ŽIVOTNÍHO PROSTŘEDÍ";"Praha";500
173843;"Střední škola stavebních řemesel Brno-Bosonohy, příspěvková organizace";"Jihomoravský kraj";100
190217;"Městská nemocnice Hořice";"Královéhradecký kraj";100
194964;"Domov důchodců Dvůr Králové nad Labem";"Královéhradecký kraj";50
195201;"SDRUŽENÍ OZDRAVOVEN A LÉČEBEN OKRESU T R U T N O V";"Královéhradecký kraj";250
215660;"Městský soud v Praze";"Praha";1000
215708;"Krajský soud v Ústí nad Labem";"Ústecký kraj";500
216208;"Univerzita Karlova";"Praha";10000
231223;"Městská část Praha 17";"Praha";100
231266;"MĚSTSKÁ ČÁST PRAHA - ĎÁBLICE";"Praha";20
231312;"Městská část Praha 14";"Praha";200
234877;"Město Slaný";"Středočeský kraj";200
235334;"Město Český Brod";"Středočeský kraj";100
239500;"Město Nymburk";"Středočeský kraj";100
241857;"MĚSTSKÁ ČÁST PRAHA - ZBRASLAV";"Praha";25
241881;"MĚSTSKÁ ČÁST PRAHA - ZLIČÍN";"Praha";25
246875;"Město Jindřichův Hradec";"Jihočeský kraj";200
247618;"Město Třeboň";"Jihočeský kraj";100
251810;"Město Strakonice";"Jihočeský kraj";100
251984;"Město Vodňany";"Jihočeský kraj";50
253901;"Město Aš";"Karlovarský kraj";100
257265;"Město Stod";"Plzeňský kraj";50
261912;"Město Kadaň";"Ústecký kraj";200
266027;"Město Litvínov";"Ústecký kraj";250
268810;"Statutární město Hradec Králové";"Královéhradecký kraj";500
272868;"Město Náchod";"Královéhradecký kraj";200
274968;"Město Kostelec nad Orlicí";"Královéhradecký kraj";100
278360;"Město Trutnov";"Královéhradecký kraj";250
279072;"Město Králíky";"Pardubický kraj";50
287351;"Město Kroměříž";"Zlínský kraj";250
288659;"Statutární město Prostějov";"Olomoucký kraj";250
291463;"Město Uherský Brod";"Zlínský kraj";100
292427;"Město Vyškov";"Jihomoravský kraj";200
293881;"Město Znojmo";"Jihomoravský kraj";250
297852;"Město Frenštát pod Radhoštěm";"Moravskoslezský kraj";200
299634;"Město Uničov";"Olomoucký kraj";50
300268;"Střední odborná škola Jarov";"Praha";250
306754;"Správa sportovních a rekreačních zařízení";"Moravskoslezský kraj";50
311391;"CENDIS, s.p.";"Praha";25
360716;"Oblastní muzeum v Lounech, příspěvková organizace";"Ústecký kraj";25
361224;"Severočeská hvězdárna a planetárium v Teplicích, příspěvková organizace";"Ústecký kraj";6
368580;"Městská knihovna Rokycany, příspěvková organizace";"Plzeňský kraj";10
372854;"Novoměstská kulturní zařízení";"Kraj Vysočina";25
400866;"Základní škola Jihlava, E. Rošického 2, příspěvková organizace";"Kraj Vysočina";50
412830;"Muzeum loutkářských kultur v Chrudimi";"Pardubický kraj";20
489123;"Divadlo Radost, příspěvková organizace";"Jihomoravský kraj";50
497088;"Střední škola stavební a strojní, Teplice, příspěvková organizace";"Ústecký kraj";100
511951;"Nemocnice Pelhřimov, příspěvková organizace";"Kraj Vysočina";500
534188;"Nemocnice ve Frýdku-Místku, příspěvková organizace";"Moravskoslezský kraj";1000
574660;"Zdravotnická záchranná služba Karlovarského kraje, příspěvková organizace";"Karlovarský kraj";250
576441;"Hotelová škola, Frenštát pod Radhoštěm, příspěvková organizace";"Moravskoslezský kraj";50
600601;"Psychiatrická nemocnice Jihlava";"Kraj Vysočina";500
639613;"Česká plemenářská inspekce";"Praha";50
664740;"Střední odborná škola a Střední odborné učiliště, Beroun - Hlinky, Okružní 1404";"Středočeský kraj";50
667421;"Dětská psychiatrická nemocnice Opařany";"Jihočeský kraj";100
669806;"Fakultní nemocnice Plzeň";"Plzeňský kraj";4000
671274;"Střední škola a Mateřská škola, Liberec, Na Bojišti 15, příspěvková organizace";"Liberecký kraj";50
830577;"Kojenecké ústavy Ústeckého kraje, příspěvková organizace";"Ústecký kraj";100
831212;"Městská správa sociálních služeb v Mostě - příspěvková organizace";"Ústecký kraj";250
832537;"Základní škola s rozšířenou výukou jazyků a Mateřská škola Litvínov, Podkrušnohorská 1589, okres Most";"Ústecký kraj";50
839205;"Nemocnice Vyškov, příspěvková organizace";"Jihomoravský kraj";500
844004;"Psychiatrická nemocnice v Opavě";"Moravskoslezský kraj";500
845027;"Mendelova střední škola, Nový Jičín, příspěvková organizace";"Moravskoslezský kraj";50
848875;"Střední odborná škola Litovel, Komenského 677";"Olomoucký kraj";25
849871;"Katastrální úřad pro Moravskoslezský kraj";"Moravskoslezský kraj";250
852163;"Centrum sociálních služeb Jeseník";"Olomoucký kraj";50
852341;"Středisko volného času DUHA Jeseník";"Olomoucký kraj";10
868485;"Středisko bytového a tepelného hospodářství Města Bor, příspěvková organizace";"Plzeňský kraj";6
873195;"Labyrint-středisko volného času, vzdělávání a služeb, Kladno, Arbesova 1187";"Středočeský kraj";25
875295;"Nemocnice Slaný";"Středočeský kraj";500
2881845;"LOM PRAHA TRADE a.s.";"Praha";25
3009491;"Agentura pro zdravotnický výzkum České republiky";"Praha";50
12907731;"Vyšší odborná škola, Střední škola, Centrum odborné přípravy, Sezimovo Ústí, Budějovická 421";"Jihočeský kraj";100
13644289;"Střední škola, Havířov - Šumbark, Sýkorova 1/613, příspěvková organizace";"Moravskoslezský kraj";50
25245091;"Regionální rozvojová agentura Plzeňského kraje, obecně prospěšná společnost";"Plzeňský kraj";25
25512897;"Dopravní podnik města Jihlavy, a. s.";"Kraj Vysočina";100
25843907;"PONTIS Šumperk o.p.s.";"Olomoucký kraj";50
26001551;"Oblastní nemocnice Jičín a.s.";"Královéhradecký kraj";1000
26095203;"Nemocnice Tábor, a.s.";"Jihočeský kraj";1000
26276437;"Kroměřížské technické služby, s.r.o.";"Zlínský kraj";100
26827719;"Letiště Ostrava, a.s.";"Moravskoslezský kraj";100
27256391;"Oblastní nemocnice Kolín, a.s., nemocnice Středočeského kraje";"Středočeský kraj";1500
27467686;"Sociální služby města Rychnov nad Kněžnou, o.p.s.";"Královéhradecký kraj";50
27504689;"KLICPEROVO DIVADLO o.p.s.";"Královéhradecký kraj";100
28533062;"Správa zbytkového majetku MČ Praha 3 a.s.";"Praha";25
43378692;"CENTRUM ZDISLAVA";"Kraj Vysočina";20
43541496;"Základní škola a mateřská škola Hranice, příspěvková organizace";"Olomoucký kraj";25
43833560;"Mezinárodní testování drůbeže, státní podnik";"Jihočeský kraj";50
44555334;"Domov pro seniory Krásné Březno, příspěvková organizace";"Ústecký kraj";50
44848943;"Českomoravská záruční a rozvojová banka, a.s.";"Praha";200
45241651;"Dům dětí a mládeže Praha 4 - Hobby centrum 4";"Praha";50
45769851;"Ministerstvo zahraničních věcí";"Praha";2000
46254277;"Základná umělecká škola Uherský Ostroh";"Zlínský kraj";10
46347534;"Teplárny Brno, a.s.";"Jihomoravský kraj";500
46494804;"Zeměměřický a katastrální inspektorát v Pardubicích";"Pardubický kraj";10
47254891;"Dům dětí a mládeže Blatná, Palackého 652";"Jihočeský kraj";6
47377470;"Domov na Jarošce, příspěvková organizace";"Jihomoravský kraj";50
47443936;"Základní škola Třebíč, Cyrilometodějská 22";"Kraj Vysočina";50
47723394;"Gymnázium a obchodní akademie Mariánské Lázně, příspěvková organizace";"Karlovarský kraj";25
47813750;"Slezská nemocnice v Opavě, příspěvková organizace";"Moravskoslezský kraj";1000
47998296;"Dětský domov a Školní jídelna, Příbor, Masarykova 607, příspěvková organizace";"Moravskoslezský kraj";10
47999721;"Městská knihovna Frýdek-Místek, příspěvková organizace";"Moravskoslezský kraj";25
48134023;"Škola Kavčí hory-Mateřská škola, Základní škola a Střední odborná škola služeb, Praha 4, K Sídlišti 840";"Praha";100
48161063;"Gymnázium, Pardubice, Mozartova 449";"Pardubický kraj";50
48283070;"Základní škola, Česká Lípa, Šluknovská 2904, příspěvková organizace";"Liberecký kraj";50
48511005;"Ústav archeologické památkové péče Brno, veřejná výzkumná instituce.";"Jihomoravský kraj";25
49314661;"Obchodní akademie a Střední odborná škola cestovního ruchu Choceň";"Pardubický kraj";50
49549677;"Vodohospodářská společnost Dobříš spol. s r.o.";"Středočeský kraj";25
49589679;"Obchodní akademie a Jazyková škola s právem státní jazykové zkoušky, Šumperk, Hlavní třída 31";"Olomoucký kraj";25
49777564;"Pedagogicko-psychologická poradna, Plzeň, Částkova 78";"Plzeňský kraj";50
49888595;"Městská knihovna Varnsdorf, příspěvková organizace";"Ústecký kraj";10
60077344;"Biologické centrum AV ČR, v. v. i.";"Jihočeský kraj";500
60252511;"Vyšší odborná škola mezinárodního obchodu a Obchodní akademie, Jablonec nad Nisou, Horní náměstí 15, příspěvková organizace";"Liberecký kraj";25
60320613;"Městské služby Rýmařov s.r.o.";"Moravskoslezský kraj";50
60433302;"Základní škola, Praha 8, Glowackého 6";"Praha";50
60460709;"Česká zemědělská univerzita v Praze";"Praha";2000
60461811;"Základní škola, Praha 8, Libčická 10";"Praha";50
60545267;"Střední škola stavební Jihlava";"Kraj Vysočina";100
60609460;"Olomoucký kraj";"Olomoucký kraj";500
60915013;"MEBYS Trutnov s.r.o.";"Královéhradecký kraj";25
60990368;"Základní škola Vsetín, Ohrada 1876";"Zlínský kraj";50
61381233;"Základní škola, Praha 9 - Lehovec, Chvaletická 918";"Praha";50
61385409;"Střední průmyslová škola elektrotechnická, Praha 10, V Úžlabině 320";"Praha";50
61385891;"Vyšší odborná škola oděvního návrhářství a Střední průmyslová škola oděvní, Praha 7, Jablonského 3";"Praha";50
61388726;"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha, Dušní 17";"Praha";50
61389005;"Ústav jaderné fyziky AV ČR, v.v.i.";"Středočeský kraj";250
61631477;"Základní škola T.G.Masaryka Poděbrady, Školní 556, Okres Nymburk";"Středočeský kraj";50
61781771;"Vyšší odborná škola, Obchodní akademie, Střední zdravotnická škola a Jazyková škola s právem státní jazykové zkoušky, Klatovy, Plánická 196";"Plzeňský kraj";50
61894435;"Gymnázium, Kladno, nám.Edvarda Beneše 1573";"Středočeský kraj";50
61989061;"Základní škola Ostrava, Matiční 5, příspěvková organizace";"Moravskoslezský kraj";50
61989100;"Vysoká škola báňská - Technická univerzita Ostrava";"Moravskoslezský kraj";2500
62156462;"Janáčkova akademie múzických umění v Brně";"Jihomoravský kraj";250
62156489;"Mendelova univerzita v Brně";"Jihomoravský kraj";1500
62156586;"Základní umělecká škola Vítězslavy Kaprálové Brno, příspěvková organizace";"Jihomoravský kraj";50
62157124;"Veterinární a farmaceutická univerzita Brno";"Jihomoravský kraj";500
62209256;"Dětský domov a Školní jídelna, Most, K.H. Borovského 1146, příspěvková organizace";"Ústecký kraj";25
62330373;"Základní umělecká škola, Odry, příspěvková organizace";"Moravskoslezský kraj";10
62331515;"Střední průmyslová škola, Karviná, příspěvková organizace";"Moravskoslezský kraj";50
62348043;"Výchovný ústav Ostrava - Hrabůvka";"Moravskoslezský kraj";100
62348299;"Základní škola generála Zdeňka Škarvady, Ostrava-Poruba, příspěvková organizace";"Moravskoslezský kraj";50
62351052;"Charita Odry";"Moravskoslezský kraj";25
63489953;"Městská bytová správa, spol. s r.o.";"Jihomoravský kraj";50
63494361;"Technické služby Bystřice pod Hostýnem s. r. o.";"Zlínský kraj";25
63553660;"Dětský domov Karlovy Vary a Ostrov, příspěvková organizace";"Karlovarský kraj";50
63696631;"Mateřská škola SEVERÁČEK, Zábřeh, Severovýchod 483/25";"Olomoucký kraj";10
63834197;"Technická správa komunikací hl.m.Prahy";"Praha";20
64122654;"Střední odborná škola požární ochrany a Vyšší odborná škola požární ochrany";"Moravskoslezský kraj";20
65349423;"Úřad pro ochranu hospodářské soutěže";"Jihomoravský kraj";250
65993497;"Základní škola Eden, Praha 10, Vladivostocká 6/1035";"Praha";50
66183596;"Městská nemocnice v Odrách, příspěvková organizace";"Moravskoslezský kraj";100
66362717;"SPRÁVA INFORMAČNÍCH TECHNOLOGIÍ MĚSTA PLZNĚ, příspěvková organizace";"Plzeňský kraj";100
67985891;"Ústav struktury a mechaniky hornin AV ČR, v.v.i.";"Praha";100
68081731;"Ústav přístrojové techniky AV ČR, v.v.i.";"Jihomoravský kraj";200
68145535;"Ústav geoniky AV ČR, v.v.i.";"Moravskoslezský kraj";100
68378092;"Ústav pro jazyk český AV ČR, v.v.i.";"Praha";100
69456330;"Střední odborné učiliště elektrotechnické, Plzeň, Vejprnická 56";"Plzeňský kraj";100
69457930;"Střední průmyslová škola dopravní, Plzeň, Karlovarská 99";"Plzeňský kraj";200
70157332;"Základní škola Gutha - Jarkovského Kostelec nad Orlicí";"Královéhradecký kraj";50
70188041;"Technické služby Havlíčkův Brod";"Kraj Vysočina";100
70282439;"Základní umělecká škola Jana Štursy Nové Město na Moravě, příspěvková organizace";"Kraj Vysočina";25
70630551;"Centrum sociálních služeb Hrabyně";"Moravskoslezský kraj";100
70632405;"Národní dům Frýdek-Místek \"příspěvková organizace\"";"Moravskoslezský kraj";50
70832510;"Pedagogicko-psychologická poradna a Speciálně pedagogické centrum Vysočina";"Kraj Vysočina";50
70839042;"Základní škola, Klatovy, Hálkova 133";"Plzeňský kraj";20
70872589;"Střední průmyslová škola strojnická, škola hlavního města Prahy, Praha 1, Betlémská 4/287";"Praha";50
70879010;"Základní škola T. G. Masaryka Podbořany, Husova 445, okres Louny";"Ústecký kraj";25
70882452;"Základní škola Česká Třebová, Nádražní ulice";"Pardubický kraj";50
70882835;"Hasičský záchranný sbor Jihočeského kraje";"Jihočeský kraj";500
70883611;"Hasičský záchranný sbor Karlovarského kraje";"Karlovarský kraj";250
70883858;"Institut plánování a rozvoje hlavního města Prahy";"Praha";250
70885371;"Hasičský záchranný sbor Středočeského kraje";"Středočeský kraj";1000
70885869;"Hasičský záchranný sbor Pardubického kraje";"Pardubický kraj";500
70885940;"Hasičský záchranný sbor Olomouckého kraje";"Olomoucký kraj";500
70887047;"Domov pro seniory Koniklecová, příspěvková organizace";"Jihomoravský kraj";50
70887616;"Městská knihovna v Přerově, příspěvková organizace";"Olomoucký kraj";25
70891168;"Karlovarský kraj";"Karlovarský kraj";500
70934860;"Ředitelství silnic Zlínského kraje,příspěvková organizace";"Zlínský kraj";25
70944628;"Základní škola a mateřská škola, Ostrava-Zábřeh, Horymírova 100, příspěvková organizace";"Moravskoslezský kraj";50
70946078;"Krajská správa silnic Libereckého kraje, příspěvková organizace";"Liberecký kraj";25
70957177;"Městská knihovna Česká Třebová";"Pardubický kraj";10
70958131;"Základní škola Havířov - Šumbark Moravská 29/497 okres Karviná, příspěvková organizace";"Moravskoslezský kraj";50
70984671;"Mateřská škola, Ostrava - Poruba, Jana Šoupala 1611, příspěvková organizace";"Moravskoslezský kraj";25
70984786;"Základní škola, Ostrava-Poruba, I. Sekaniny 1804, příspěvková organizace";"Moravskoslezský kraj";50
70999465;"Základní škola Ostrava - Nová Bělá, Mitrovická 389, příspěvková organizace";"Moravskoslezský kraj";10
71008161;"Základní škola Zlín, Nová cesta 268, příspěvková organizace";"Zlínský kraj";50
71009345;"Krajská hygienická stanice Jihočeského kraje se sídlem v Českých Budějovicích";"Jihočeský kraj";100
71184538;"Domov pro seniory Třebíč, Koutkova - Kubešova, příspěvková organizace";"Kraj Vysočina";100
71184562;"Domov pro seniory Třebíč - Manž. Curieových, příspěvková organizace";"Kraj Vysočina";100
71197699;"Domov seniorů Prostějov, příspěvková organizace";"Olomoucký kraj";100
71234454;"Domov Pod Lipami Smečno, poskytovatel sociálních služeb";"Středočeský kraj";100
71240233;"TECHNICKÉ SLUŽBY LITOVEL, příspěvková organizace";"Olomoucký kraj";25
72048972;"Národní hřebčín Kladruby nad Labem";"Pardubický kraj";200
72050501;"Krajské ředitelství policie Libereckého kraje";"Liberecký kraj";1500
72052767;"Krajské ředitelství policie Zlínského kraje";"Zlínský kraj";1500
72071362;"Plavecký bazén RK, příspěvková organizace";"Královéhradecký kraj";10
72566639;"Základní umělecká škola Pardubice-Polabiny, Lonkova 510";"Pardubický kraj";50
72741627;"Mateřská škola, Liberec, Dětská 461, příspěvková organizace";"Liberecký kraj";10
72744049;"Mateřská škola Klíček Nový Bor,Svojsíkova 754,okres Česká Lípa, příspěvková organizace";"Liberecký kraj";50
72744260;"Mateřská škola Chomutov, příspěvková organizace";"Ústecký kraj";200
75004437;"Středisko sociální prevence Olomouc, příspěvková organizace";"Olomoucký kraj";25
75009561;"DRÁŽNÍ INSPEKCE";"Praha";25
75030926;"Zdravotnická záchranná služba Středočeského kraje, příspěvková organizace";"Středočeský kraj";1000
75045176;"Sport Česká Lípa, příspěvková organizace";"Liberecký kraj";50
75046962;"Státní úřad inspekce práce";"Moravskoslezský kraj";500
75053144;"Středisko ekologické výchovy Libereckého kraje, příspěvková organizace";"Liberecký kraj";10
75061074;"Centrum celoživotního vzdělávání-zařízení pro další vzdělávání pedagogických pracovníků Pardubického kraje";"Pardubický kraj";25
75081431;"Vysoká škola technická a ekonomická v Českých Budějovicích";"Jihočeský kraj";200
75082136;"Regionální rada regionu soudržnosti Severozápad";"Ústecký kraj";25
75082314;"Regionální rada regionu soudržnosti Střední Čechy";"Praha";50
75105420;"Rosické TS, příspěvková organizace";"Jihomoravský kraj";10
86652079;"Ústav výzkumu globální změny AV ČR, v.v.i.";"Jihomoravský kraj";250
2542;"Puncovní úřad";"Praha";50
6947;"Ministerstvo financí České republiky";"Praha";1500
6963;"ČESKÁ SPRÁVA SOCIÁLNÍHO ZABEZPEČENÍ";"Praha";5000
20478;"Ministerstvo zemědělství";"Praha";1000
20869;"Česká obchodní inspekce";"Praha";500
23671;"Ministerstvo kultury";"Praha";250
23850;"Národní centrum ošetřovatelství a nelékařských zdravotnických oborů";"Jihomoravský kraj";100
24422;"Obvodní soud pro Prahu 5";"Praha";200
24449;"Obvodní soud pro Prahu 7";"Praha";50
24678;"OKRESNÍ SOUD V PRACHATICÍCH";"Jihočeský kraj";25
24821;"Okresní soud v České Lípě";"Liberecký kraj";100
24872;"Okresní soud v Litoměřicích";"Ústecký kraj";50
24996;"Okresní soud v Rychnově nad Kněžnou";"Královéhradecký kraj";50
25020;"Okresní soud v Trutnově";"Královéhradecký kraj";50
25062;"MĚSTSKÝ SOUD V BRNĚ";"Jihomoravský kraj";250
25615;"VÝZKUMNÝ ÚSTAV GEODETICKÝ, TOPOGRAFICKÝ A KARTOGRAFICKÝ, V.V.I.";"Středočeský kraj";50
25712;"Český úřad zeměměřický a katastrální";"Praha";100
27162;"Výzkumný ústav veterinárního lékařství, v.v.i.";"Jihomoravský kraj";250
37494;"Technické služby města Vítkova, příspěvková organizace";"Moravskoslezský kraj";25
63461;"MĚSTSKÁ ČÁST PRAHA 2";"Praha";250
64432;"Muzeum hlavního města Prahy";"Praha";250
69850;"Středočeské muzeum v Roztokách u Prahy, příspěvková organizace";"Středočeský kraj";50
71307;"Muzeum Vysočiny Pelhřimov, příspěvková organizace";"Kraj Vysočina";10
76899;"Školní statek a krajské středisko ekologické výchovy Cheb, příspěvková organizace";"Karlovarský kraj";10
80195;"Centrum sociální pomoci Litoměřice, příspěvková organizace";"Ústecký kraj";500
80730;"Oblastní muzeum v Mostě, příspěvková organizace";"Ústecký kraj";25
90638;"Nemocnice Jihlava, příspěvková organizace";"Kraj Vysočina";1500
92720;"Znojemská Beseda";"Jihomoravský kraj";25
96334;"Beskydské divadlo Nový Jičín, příspěvková organizace";"Moravskoslezský kraj";20
100625;"Vědecká knihovna v Olomouci";"Olomoucký kraj";100
215732;"Krajský soud v Ostravě";"Moravskoslezský kraj";500
231142;"MĚSTSKÁ ČÁST PRAHA - LIBUŠ";"Praha";25
231274;"MĚSTSKÁ ČÁST PRAHA - DOLNÍ CHABRY";"Praha";10
231291;"MĚSTSKÁ ČÁST PRAHA - ČAKOVICE";"Praha";50
233242;"Město Hořovice";"Středočeský kraj";100
236977;"Město Kralupy nad Vltavou";"Středočeský kraj";100
238309;"Město Mnichovo Hradiště";"Liberecký kraj";50
239640;"Město Poděbrady";"Středočeský kraj";100
240044;"MĚSTSKÁ ČÁST PRAHA - BĚCHOVICE";"Praha";10
240192;"Městská část Praha 20";"Praha";100
240559;"MĚSTO ODOLENA VODA";"Středočeský kraj";50
240923;"Městská část Praha 21";"Praha";50
248266;"Město Humpolec";"Kraj Vysočina";50
249831;"Město Milevsko";"Jihočeský kraj";100
259586;"Město Sokolov";"Karlovarský kraj";250
271888;"Město Nová Paka";"Královéhradecký kraj";50
278475;"Město Vrchlabí";"Královéhradecký kraj";100
279102;"Město Lanškroun";"Pardubický kraj";100
279943;"Město Blansko";"Jihomoravský kraj";200
284165;"Město Luhačovice";"Zlínský kraj";50
284891;"Město Hodonín";"Jihomoravský kraj";250
285030;"Město Kyjov";"Jihomoravský kraj";200
288365;"Město Konice";"Olomoucký kraj";50
290629;"Město Třebíč";"Kraj Vysočina";250
296643;"Statutární město Frýdek-Místek";"Moravskoslezský kraj";500
297534;"STATUTÁRNÍ MĚSTO KARVINÁ";"Moravskoslezský kraj";250
303038;"Město Mohelnice";"Olomoucký kraj";50
346292;"Zdravotnická záchranná služba Jihomoravského kraje, příspěvková organizace";"Jihomoravský kraj";500
361160;"Galerie výtvarného umění v Mostě, příspěvková organizace";"Ústecký kraj";6
511382;"Střední odborná škola a Střední odborné učiliště, Písek, Komenského 86";"Jihočeský kraj";100
512362;"Domovní a bytová správa města Písku";"Jihočeský kraj";25
544612;"Střední odborná škola Prostějov";"Olomoucký kraj";250
567191;"Střední škola F. D. Roosevelta Brno, příspěvková organizace";"Jihomoravský kraj";50
583685;"Základní škola Český Krumlov,Za Nádražím 222";"Jihočeský kraj";50
600903;"Střední zdravotnická škola, Hranice, Nová 1820";"Olomoucký kraj";25
601969;"Diagnostický ústav pro mládež, dětský domov se školou, středisko výchovné péče a základní škola, Ostrava-Kunčičky";"Moravskoslezský kraj";100
638919;"Technická inspekce České republiky";"Praha";50
638927;"Zdravotnická záchranná služba hlavního města Prahy";"Praha";500
829048;"Krajská majetková, příspěvková organizace";"Ústecký kraj";20
831298;"Mateřská škola Špičák, Česká lípa, Zhořelecká 2607, příspěvková organizace";"Liberecký kraj";50
842966;"Gymnázium Jakuba Škody, Přerov, Komenského 29";"Olomoucký kraj";50
843113;"Vyšší odborná škola a Střední průmyslová škola, Šumperk, Gen. Krátkého 1";"Olomoucký kraj";100
843954;"Psychiatrická léčebna Šternberk";"Olomoucký kraj";500
844985;"Střední zdravotnická škola, Karviná, příspěvková organizace";"Moravskoslezský kraj";25
847267;"Centrum psychologické pomoci, příspěvková organizace";"Moravskoslezský kraj";50
849081;"Odborný léčebný ústav Paseka, příspěvková organizace";"Olomoucký kraj";250
873373;"Dům dětí a mládeže „Na Výstavišti“, Mladá Boleslav, Husova 201";"Středočeský kraj";50
1454455;"Státní fond kinematografie";"Praha";50
6024742;"Regionální dotační kancelář, příspěvková organizace";"Praha";10
13582909;"Střední škola automobilní Holice";"Pardubický kraj";50
14450500;"Střední průmyslová škola polytechnická - Centrum odborné přípravy Zlín";"Zlínský kraj";100
14893631;"KNIHOVNA A TISKÁRNA PRO NEVIDOMÉ K.E.MACANA";"Praha";25
18385036;"Střední průmyslová škola technická, Jablonec nad Nisou, Belgická 4852, příspěvková organizace";"Liberecký kraj";50
24821993;"Český Aeroholding, a.s.";"Praha";500
25166115;"Dopravní podnik města České Budějovice, a.s.";"Jihočeský kraj";500
25220683;"Plzeňské městské dopravní podniky, a.s.";"Plzeňský kraj";500
25270095;"Technické služby Náchod s.r.o.";"Královéhradecký kraj";50
25280091;"Správa budov Žamberk s.r.o.";"Pardubický kraj";10
25282174;"Tepelné hospodářství Hradec Králové, a.s.";"Královéhradecký kraj";50
25396544;"Ostravské komunikace, a.s.";"Moravskoslezský kraj";200
25439774;"Tepelné hospodářství Kadaň, s.r.o.";"Ústecký kraj";20
25488627;"Krajská zdravotní, a.s.";"Ústecký kraj";5000
25583905;"Městská nemocnice s poliklinikou Uh.Brod, s.r.o.";"Zlínský kraj";100
25674285;"Czech Airlines Handling, a.s.";"Praha";500
25887289;"TS Hlučín s.r.o.";"Moravskoslezský kraj";50
26043335;"Služby města Jindřichův Hradec s.r.o.";"Jihočeský kraj";100
26365804;"Karlovarská krajská nemocnice a.s.";"Karlovarský kraj";1500
26480026;"Středisko komplexní sociální péče o.p.s.";"Středočeský kraj";50
26505720;"Městské lesy Příbram s.r.o.";"Středočeský kraj";10
26871068;"Vsetínská nemocnice a.s.";"Zlínský kraj";500
26908298;"Správa a údržba silnic Kroměřížska, s.r.o.";"Zlínský kraj";50
27085031;"Oblastní nemocnice Příbram, a.s.";"Středočeský kraj";1000
27283518;"Nemocnice s poliklinikou Česká Lípa, a.s.";"Liberecký kraj";500
27472809;"Hradecká kulturní a vzdělávací společnost s.r.o.";"Královéhradecký kraj";50
28353242;"CEJIZA, s.r.o.";"Jihomoravský kraj";10
29319498;"Moravian Science Centre Brno, příspěvková organizace";"Jihomoravský kraj";50
40526551;"SPRÁVA VEŘEJNÉHO STATKU MĚSTA PLZNĚ, příspěvková organizace";"Plzeňský kraj";100
42727537;"Základní škola Dobříš, Komenského nám. 35, okres Příbram";"Středočeský kraj";50
44993536;"Základní umělecká škola F. Jílka Brno, příspěvková organizace";"Jihomoravský kraj";50
